presidente	0.616966280246997
lópez	0.6022988194137712
obrador	0.5993536752715752
méxico	0.3479161680046524
mujeres	0.3327784496407823
gobierno	0.30444033866471176
mandatario	0.2808690076951539
prensa	0.25984719378962573
amlo	0.24763555133850737
andrés	0.24227938487969067
manuel	0.23495635877291948
fideicomisos	0.22930840736211772
conferencia	0.18599130946269052
nacional	0.16721066998655915
violencia	0.16066786806527264
trump	0.13503445951051932
recursos	0.13502495235820583
país	0.1269207584500197
investigación	0.11880964580143853
proceso	0.11839928034946504
garcía	0.10714895930118677
proyecto	0.10680480215058716
pandemia	0.0980247518990472
medios	0.09594654006671369
mil	0.09536823429913358
luna	0.09523040537661055
general	0.09307268405316987
sociales	0.08842650635407089
unidos	0.08037667099725122
programas	0.07789931196880931
rodríguez	0.07615117626909514
castañeda	0.07569423684197148
ciencia	0.07450873154663792
mexicanos	0.07387225302389432
movimiento	0.07266314584799581
expuso	0.07047160063998933
corrupción	0.07014364154332953
francisco	0.06945246096080865
entrevista	0.06920578907141933
apoyos	0.06912287577375528
estadunidense	0.06777882797459697
internacionales	0.06664918432691301
feministas	0.06623662322023124
instituto	0.06563111866895943
historia	0.06507347214820244
universal	0.06377166758842866
tren	0.06339826581795435
indígenas	0.0616013621449616
extinción	0.06107518716459709
dinero	0.05988306388578988
fiscalía	0.05966424225716477
crisis	0.0586883353871826
redes	0.05868381816335102
matutina	0.05813036616463839
años	0.057280451475851146
frente	0.05705797839213554
control	0.056747478867885094
presupuestos	0.05527420174634603
mexicano	0.05498650843599965
revista	0.054250408666350926
nota	0.05397366062701513
oposición	0.05387567707607296
relacionada	0.05357495183451009
social	0.05342397058727765
inah	0.051726481029914013
muro	0.05096221974519532
medio	0.05076933615314561
frontera	0.050614476259962723
pueblo	0.05048049144543862
ocurrió	0.0493521102258623
seguridad	0.04912167056603738
caso	0.04812162476966372
reelección	0.048020893147559904
grupo	0.048017693390327
víctimas	0.04750383962847157
promesa	0.04724506764481763
ciudad	0.04588679948642619
monumentos	0.04566608896011501
históricos	0.04528354191872811
imagen	0.04386288067214751
atacado	0.043595996199590564
amenazas	0.04334776938514274
año	0.04324849013024957
robo	0.04317028901332203
diario	0.042540741864435
desaparecer	0.0424516942930117
económica	0.04240859215880651
discriminación	0.042376344368792764
perspectiva	0.04188972598957125
castilleja	0.041882490802019244
niñas	0.04166114310402508
expertos	0.04156617402572579
llegar	0.041217837738724825
calderón	0.04081244179080709
desaparición	0.04062229948781607
naturales	0.04059703535980817
públicos	0.0403329267183658
análisis	0.04031543205122792
presupuesto	0.04017407451181148
relación	0.04003585741168337
mexicana	0.039665179240338334
advirtió	0.039658106349852854
fonden	0.03943524005258879
alertaron	0.0392316333188833
república	0.0391704838216176
portadas	0.03879256172813959
apoyo	0.038766564058705065
guardia	0.03826772247437177
https	0.03759617336334936
diarios	0.03741549862270625
gente	0.03699760790852751
reforma	0.03699474413847999
funcionarios	0.03695011937799177
transformación	0.03657952079858903
i	0.03636867007268657
madero	0.036120126916568795
maya	0.03521077247086716
agustín	0.0351216661371191
diputados	0.03486139661877198
señalar	0.03455972541556757
argumento	0.03449426298090174
carstens	0.03443642528086263
federal	0.03399371178631845
coparmex	0.03398862848657175
presidencial	0.03379691255575357
twitter	0.03361182114951911
dejar	0.033486595042266254
realidad	0.03335719527304834
miles	0.03305655999222038
bancarrotas	0.03301267964273028
mayoría	0.03282980760656648
bots	0.03268397713613838
autoridad	0.03257284134335594
fondo	0.032495240477035565
política	0.03234661619365027
chiapas	0.03178610944432868
organización	0.031667294243542345
derechos	0.031619158459036165
ciudadanos	0.031295963467973184
sujetos	0.031187790526484786
cuestionado	0.03107011529227848
fondos	0.031006429963995247
federación	0.030967652283286698
existencia	0.029918925582079405
fronterizo	0.029857068534274497
iztapalapa	0.02962199514388322
avances	0.029243080146215756
norte	0.02893710405617813
audiencia	0.02862972045464573
mujer	0.02853752904224964
